Date,Open,High,Low,Close,Adj Close,Volume
2022-04-06,81.633331,84.266663,81.000000,84.033333,78.779381,23580340
2022-04-07,82.866669,84.500000,82.166664,82.366669,77.216919,30238785
2022-04-08,83.266663,85.000000,82.699997,84.633331,79.341866,21699732
2022-04-11,84.599998,86.300003,84.400002,85.900002,80.529343,19137451
2022-04-12,85.633331,85.866669,83.466667,84.033333,78.779381,14583673
2022-04-13,84.033333,86.000000,83.766663,85.266663,79.935600,17675811
2022-04-18,85.133331,85.666664,84.333336,85.400002,80.060608,17471850
2022-04-19,86.199997,88.666664,85.666664,86.866669,81.435570,30183165
2022-04-20,87.333336,89.533333,87.099998,88.933334,83.373024,28690066
2022-04-21,89.633331,90.266663,88.933334,90.033333,84.404251,22154311
2022-04-22,89.933334,90.699997,89.233330,89.566666,83.966759,13678113
2022-04-25,88.533333,88.633331,84.933334,85.166664,79.841850,16604310
2022-04-26,86.266663,86.666664,85.166664,86.033333,80.654343,14133414
2022-04-27,85.066666,86.000000,83.400002,84.900002,79.591866,14967738
2022-04-28,86.333336,86.833336,85.066666,86.633331,81.216820,15773589
2022-04-29,87.599998,87.599998,83.733330,84.000000,78.748131,13013304
2022-05-02,83.966667,84.866669,82.666664,84.433334,79.154373,8623737
2022-05-04,84.566666,85.800003,83.400002,83.900002,78.654388,8118435
2022-05-05,84.666664,85.433334,83.466667,83.800003,78.560638,8015140
2022-05-06,83.333336,85.166664,81.733330,84.166664,78.904373,13680673
2022-05-09,83.766663,83.766663,80.900002,82.666664,77.498161,12361746
2022-05-10,82.933334,84.199997,80.833336,81.333336,76.248199,15563373
2022-05-11,82.266663,82.933334,79.233330,80.300003,75.279465,14615373
2022-05-12,80.300003,82.666664,79.699997,81.400002,76.310692,30617643
2022-05-13,83.333336,83.500000,80.466667,80.866669,75.810707,22601469
2022-05-16,82.666664,82.666664,80.433334,81.400002,76.310692,12566889
2022-05-17,84.000000,84.000000,81.066666,82.933334,77.748154,27391533
2022-05-18,82.666664,82.933334,78.500000,78.699997,73.779503,64902469
2022-05-19,78.000000,78.933334,77.000000,78.166664,73.279510,21865050
2022-05-20,79.333336,79.466667,77.433334,77.966667,73.092018,24237945
2022-05-23,78.400002,79.066666,77.800003,78.466667,73.560753,17487906
2022-05-24,78.466667,79.733330,78.133331,79.133331,74.185738,18454173
2022-05-25,79.533333,79.633331,76.133331,76.533333,71.748299,17317285
2022-05-26,76.666664,77.199997,74.566666,76.133331,71.373306,23782918
2022-05-27,76.933334,77.033333,75.433334,76.099998,71.342056,11616970
2022-05-30,76.833336,77.500000,76.033333,77.400002,72.560776,12222628
2022-05-31,77.133331,78.333336,77.000000,77.333336,72.498283,19925845
2022-06-01,78.000000,79.366669,77.833336,78.800003,73.873253,16686021
2022-06-02,79.233330,79.500000,77.333336,78.433334,73.529510,16274652
2022-06-03,78.699997,79.333336,78.566666,78.866669,73.935745,13564659
2022-06-06,78.866669,79.066666,77.633331,78.366669,73.467010,12162841
2022-06-07,78.233330,79.666664,77.766663,78.800003,73.873253,14801011
2022-06-08,79.099998,79.433334,78.433334,78.666664,73.748245,12953038
2022-06-09,78.666664,80.466667,77.933334,78.866669,73.935745,32112393
2022-06-10,78.599998,78.666664,77.666664,78.166664,73.279510,16173466
2022-06-13,77.533333,77.533333,75.366669,75.733330,70.998314,15123129
2022-06-14,75.699997,76.000000,73.366669,73.500000,68.904617,23524399
2022-06-15,74.000000,74.000000,72.199997,72.800003,68.248383,14386729
2022-06-16,73.699997,73.800003,71.666664,72.099998,67.592148,14897512
2022-06-17,72.000000,72.000000,69.033333,69.466667,65.123451,23651413
2022-06-20,70.066666,70.300003,67.699997,68.699997,64.404716,19163382
2022-06-21,69.366669,70.833336,69.033333,70.500000,66.092186,14169558
2022-06-22,70.633331,71.066666,69.066666,70.366669,65.967186,18641673
2022-06-23,70.666664,71.733330,70.099998,71.533333,67.060905,16579252
2022-06-24,71.733330,72.433334,71.533333,72.333336,67.810890,11807979
2022-06-27,73.333336,73.900002,72.533333,73.033333,68.467125,17830735
2022-06-28,73.000000,73.766663,71.699997,72.199997,67.685898,22631172
2022-06-29,72.400002,73.366669,72.000000,73.199997,68.623375,18903900
2022-06-30,73.949997,76.000000,73.699997,74.250000,69.607727,34424950
2022-07-01,75.000000,75.150002,72.849998,74.550003,69.888969,22029311
2022-07-04,74.699997,74.699997,73.300003,74.349998,69.701469,12798384
2022-07-05,74.500000,74.500000,73.400002,73.599998,68.998360,17464685
2022-07-06,74.000000,74.599998,72.250000,72.599998,68.060883,21856830
2022-07-07,73.300003,73.300003,72.150002,72.699997,68.154633,17846046
2022-07-08,73.000000,73.250000,72.199997,72.699997,68.154633,11692575
2022-07-11,72.699997,72.849998,72.050003,72.550003,68.014015,11548617
2022-07-12,72.449997,72.500000,70.400002,70.650002,66.232803,16729806
2022-07-13,70.650002,70.949997,70.250000,70.400002,65.998436,13704386
2022-07-14,70.400002,71.000000,70.199997,70.750000,66.326553,8917897
2022-07-15,70.699997,71.099998,70.000000,70.349998,65.951561,7310057
2022-07-18,70.699997,71.250000,70.349998,71.150002,66.701546,6697658
2022-07-19,71.250000,72.150002,71.000000,72.000000,67.498398,7585011
2022-07-20,73.000000,73.099998,72.199997,72.349998,67.826515,10590222
2022-07-21,72.349998,72.750000,71.349998,72.550003,68.014015,9537111
2022-07-22,72.900002,72.949997,72.000000,72.150002,67.639023,8740051
2022-07-25,72.199997,72.349998,71.250000,72.099998,67.592148,10124538
2022-07-26,72.099998,72.150002,71.449997,71.650002,67.170280,8202210
2022-07-27,71.750000,72.300003,71.400002,72.099998,67.592148,8726504
2022-07-28,72.050003,72.650002,71.900002,72.050003,67.545280,11715079
2022-07-29,72.500000,73.250000,72.250000,72.949997,68.389008,16983013
2022-08-01,72.500000,72.500000,70.800003,71.099998,66.654671,30168751
2022-08-02,71.400002,72.099998,71.250000,71.949997,67.451523,15655719
2022-08-03,72.300003,72.400002,70.750000,71.000000,66.560921,18893830
2022-08-04,71.500000,71.599998,70.550003,71.199997,66.748421,25024630
2022-08-05,71.449997,73.300003,70.900002,73.099998,68.529625,48935830
2022-08-08,73.099998,73.750000,72.400002,73.349998,68.763992,16091607
2022-08-10,73.650002,73.699997,72.400002,72.500000,67.967140,29085499
2022-08-11,71.349998,71.349998,70.599998,70.949997,68.791275,16670568
2022-08-12,70.949997,71.699997,70.800003,71.550003,69.373024,12294928
2022-08-16,71.750000,73.250000,71.250000,73.150002,70.924339,26772067
2022-08-17,73.300003,73.800003,73.199997,73.349998,71.118256,18542371
2022-08-18,73.500000,73.650002,72.449997,72.650002,70.439552,18850835
2022-08-19,72.650002,72.750000,71.800003,72.150002,69.954765,13357442
2022-08-22,72.099998,72.150002,70.900002,71.300003,69.130630,13714233
2022-08-23,70.800003,71.599998,70.750000,71.050003,68.888237,11581331
2022-08-24,71.250000,71.449997,70.250000,70.550003,68.403450,19584234
2022-08-25,70.900002,71.949997,70.800003,71.449997,69.276062,13090152
2022-08-26,71.849998,72.300003,71.699997,71.900002,69.712372,10546886
2022-08-29,71.150002,71.449997,70.349998,71.050003,68.888237,14387511
2022-08-30,71.449997,71.849998,71.349998,71.500000,69.324547,14284488
2022-09-01,71.000000,71.500000,70.800003,71.150002,68.985191,17854146
2022-09-02,71.449997,71.550003,70.849998,71.300003,69.130630,13349456
2022-09-05,71.500000,71.650002,70.849998,70.949997,68.791275,11658725
2022-09-06,71.150002,71.199997,70.599998,70.699997,68.548882,10545363
2022-09-07,70.800003,71.550003,70.699997,71.400002,69.227585,19254652
2022-09-08,71.900002,73.750000,71.800003,73.050003,70.827385,24401527
2022-09-09,73.300003,73.400002,72.349998,72.550003,70.342598,9906299
2022-09-12,72.849998,72.949997,71.949997,72.650002,70.439552,21463828
2022-09-13,73.050003,73.099998,72.000000,72.250000,70.051727,11555561
2022-09-14,71.949997,72.250000,71.599998,71.800003,69.615417,9024753
2022-09-15,72.000000,72.199997,71.300003,71.550003,69.373024,9985561
2022-09-16,71.550003,71.699997,69.500000,69.949997,67.821701,25993505
2022-09-19,70.250000,70.400002,69.599998,69.650002,67.530830,13595148
2022-09-20,70.000000,70.150002,69.050003,69.099998,66.997566,20693245
2022-09-21,69.300003,69.300003,68.199997,68.449997,66.367340,24710729
2022-09-22,68.199997,68.250000,67.500000,67.800003,65.737122,15775504
2022-09-23,67.800003,67.949997,67.199997,67.449997,65.397766,13578280
2022-09-26,67.199997,67.400002,65.900002,66.050003,64.040367,19194238
2022-09-27,66.400002,67.099998,66.099998,66.750000,64.719070,14140070
2022-09-28,66.400002,66.400002,65.550003,65.750000,63.749493,15974881
2022-09-29,66.099998,67.300003,65.199997,65.900002,63.894932,24560255
2022-09-30,65.949997,67.199997,65.500000,66.949997,64.912979,16041026
2022-10-03,67.250000,68.050003,66.550003,66.699997,64.670586,13288633
2022-10-04,68.000000,68.000000,67.099998,67.300003,65.252335,10513995
2022-10-06,67.949997,68.099998,67.349998,67.750000,65.688644,13000167
2022-10-07,67.650002,67.849998,67.050003,67.449997,65.397766,14879891
2022-10-10,67.000000,67.699997,66.849998,67.550003,65.494728,9042660
2022-10-11,67.699997,67.699997,65.800003,65.949997,63.943405,14905741
2022-10-12,66.000000,67.849998,65.949997,67.250000,65.203857,14459865
2022-10-13,67.300003,67.750000,66.449997,66.849998,64.816025,9890714
2022-10-14,68.000000,68.000000,66.199997,66.300003,64.282761,10119406
2022-10-17,66.500000,66.699997,65.550003,66.050003,64.040367,10841451
2022-10-18,66.400002,66.800003,66.099998,66.699997,64.670586,8153819
2022-10-19,66.800003,67.250000,66.449997,67.000000,64.961464,7157066
2022-10-20,66.650002,68.199997,66.550003,67.849998,65.785599,19426605
2022-10-21,67.400002,68.050003,67.199997,67.500000,65.446251,9542021
2022-10-24,68.250000,68.449997,67.949997,68.050003,65.979515,3745316
2022-10-25,67.849998,68.250000,67.199997,67.900002,65.834076,12609170
2022-10-27,67.900002,68.500000,67.849998,68.300003,66.221909,10404151
2022-10-28,68.500000,69.199997,68.050003,68.449997,66.367340,9586976
2022-10-31,68.500000,68.800003,68.099998,68.250000,66.173431,10549071
2022-11-01,68.400002,68.650002,68.150002,68.500000,66.415825,7840600
2022-11-02,68.550003,69.050003,68.349998,68.599998,66.512779,6785578
2022-11-03,68.500000,69.150002,68.500000,68.699997,66.609734,6466688
2022-11-04,68.650002,69.000000,68.300003,68.500000,66.415825,8971834
2022-11-07,68.849998,70.300003,68.699997,70.099998,67.967140,13032194
2022-11-09,70.349998,70.500000,69.400002,69.550003,67.433876,10410493
2022-11-10,69.449997,69.849998,69.400002,69.599998,67.482353,5974147
2022-11-11,69.949997,70.000000,69.400002,69.750000,67.627792,8792244
2022-11-14,70.000000,70.150002,68.849998,69.449997,67.336914,10222979
2022-11-15,69.800003,69.800003,69.150002,69.599998,67.482353,6477425
2022-11-16,69.650002,69.699997,69.050003,69.300003,67.191483,5638631
2022-11-17,69.449997,69.699997,69.000000,69.099998,66.997566,5264089
2022-11-18,69.349998,69.500000,68.750000,69.250000,67.143005,6231903
2022-11-21,69.349998,70.400002,69.150002,70.050003,67.918663,14820946
2022-11-22,70.050003,70.199997,69.449997,70.000000,67.870186,13456815
2022-11-23,70.050003,70.300003,69.699997,69.900002,67.773224,7949141
2022-11-24,70.150002,72.699997,70.150002,72.050003,69.857811,29444796
2022-11-25,72.199997,73.949997,71.650002,73.349998,71.118256,22422462
2022-11-28,73.900002,76.449997,73.900002,76.199997,73.881538,40695313
2022-11-29,76.449997,76.699997,75.000000,75.300003,73.008926,17421133
2022-11-30,74.500000,77.000000,74.449997,76.650002,74.317848,29122442
2022-12-01,77.000000,77.150002,76.000000,76.199997,73.881538,15072561
2022-12-02,76.199997,77.199997,76.000000,77.000000,74.657204,18220281
2022-12-05,77.050003,77.699997,76.699997,77.050003,74.705681,10947250
2022-12-06,77.000000,77.400002,75.650002,75.800003,73.493713,10369691
2022-12-07,76.750000,77.800003,76.150002,76.699997,74.366325,20909569
2022-12-08,77.449997,77.500000,76.500000,76.750000,74.414810,11996025
2022-12-09,77.500000,78.349998,76.699997,77.000000,74.657204,24702723
2022-12-12,77.000000,79.050003,76.800003,78.900002,76.499390,20455051
2022-12-13,79.199997,79.250000,77.449997,77.750000,75.384384,16409283
2022-12-14,77.900002,78.699997,77.550003,78.150002,75.772209,16268873
2022-12-15,78.150002,78.500000,77.800003,78.099998,75.723732,9555282
2022-12-16,78.250000,78.949997,76.650002,76.949997,74.608719,18672807
2022-12-19,77.199997,78.150002,76.599998,77.949997,75.578293,12681354
2022-12-20,77.949997,78.150002,77.050003,77.800003,75.432861,9368946
2022-12-21,77.800003,78.150002,76.150002,76.400002,74.075455,8618706
2022-12-22,76.400002,76.750000,74.650002,75.099998,72.815010,15215404
2022-12-23,74.599998,75.099998,72.800003,73.000000,70.778908,15286836
2022-12-26,73.000000,74.599998,72.349998,74.400002,72.136307,9571856
2022-12-27,74.900002,75.199997,74.349998,75.099998,72.815010,5815217
2022-12-28,74.849998,75.150002,74.449997,74.800003,72.524139,6599386
2022-12-29,74.800003,75.150002,74.099998,74.750000,72.475662,10191269
2022-12-30,75.199997,77.500000,75.199997,76.500000,74.172417,15567911
2023-01-02,77.000000,78.550003,76.449997,78.000000,75.626778,16878293
2023-01-03,78.000000,78.900002,77.699997,78.500000,76.111565,11509540
2023-01-04,78.900002,79.500000,77.400002,78.099998,75.723732,11974831
2023-01-05,78.750000,79.250000,78.349998,79.099998,76.693306,14449439
2023-01-06,79.300003,80.800003,79.000000,80.050003,77.614403,19075518
2023-01-09,80.849998,81.000000,79.650002,80.099998,77.662880,16438468
2023-01-10,80.550003,80.800003,79.699997,80.599998,78.147667,11953196
2023-01-11,80.849998,84.050003,80.599998,83.550003,81.007912,44099830
2023-01-12,83.750000,83.900002,81.199997,81.599998,79.117241,16440461
2023-01-13,81.550003,82.449997,81.099998,82.300003,79.795944,8018070
2023-01-16,82.449997,82.699997,81.750000,82.250000,79.747467,9367702
2023-01-17,82.300003,82.699997,81.000000,81.599998,79.117241,8776414
2023-01-18,81.449997,82.900002,81.250000,82.150002,79.650505,7980164
2023-01-19,82.150002,83.400002,81.900002,83.250000,80.717041,9857262
2023-01-20,83.199997,83.550003,82.750000,82.900002,80.377686,9411562
2023-01-23,83.150002,83.599998,82.599998,83.449997,80.910950,6972772
2023-01-24,83.800003,83.800003,82.699997,83.150002,80.620079,7069973
2023-01-25,82.900002,83.400002,82.300003,82.500000,79.989861,8188678
2023-01-27,82.550003,83.050003,80.000000,81.000000,78.535500,10838959
2023-01-30,81.000000,82.500000,80.400002,81.750000,79.262680,10783051
2023-01-31,82.500000,83.300003,81.150002,81.750000,79.262680,21752061
2023-02-01,81.699997,81.949997,78.349998,79.800003,77.372009,20031377
2023-02-02,79.599998,80.000000,78.150002,78.550003,76.160042,10817457
2023-02-03,78.900002,78.900002,76.900002,78.449997,76.063080,11116563
2023-02-06,78.500000,79.599998,78.099998,79.250000,76.838745,9507602
2023-02-07,79.250000,79.750000,78.650002,79.050003,76.644829,6876198
2023-02-08,79.000000,79.400002,78.300003,79.250000,76.838745,6093832
2023-02-09,79.199997,80.699997,78.900002,79.599998,77.178093,8609974
2023-02-10,79.650002,80.449997,79.500000,79.800003,77.372009,6286269
2023-02-13,80.000000,80.250000,79.250000,79.500000,77.081139,6470826
2023-02-14,79.449997,79.849998,78.650002,79.150002,76.741783,5013825
2023-02-15,78.449997,79.750000,78.449997,79.500000,77.081139,3686045
2023-02-16,79.849998,80.050003,79.199997,79.800003,77.372009,8603036
2023-02-17,79.900002,81.050003,79.599998,80.550003,78.099190,9145422
2023-02-20,80.699997,80.949997,79.300003,79.550003,77.129616,6867570
2023-02-21,80.000000,80.250000,79.000000,79.199997,76.790260,4633296
2023-02-22,78.650002,78.800003,77.099998,77.300003,74.948074,9878001
2023-02-23,77.699997,77.900002,76.750000,77.199997,74.851112,6290065
2023-02-24,77.500000,77.650002,77.099998,77.349998,74.996552,6103178
2023-02-27,77.349998,77.400002,76.199997,76.849998,74.511765,6945215
2023-02-28,76.900002,77.050003,75.800003,76.050003,73.736107,10000095
2023-03-01,76.000000,77.199997,75.849998,76.949997,74.608719,6694749
2023-03-02,77.000000,78.150002,76.800003,77.900002,75.529816,5273986
2023-03-03,78.150002,78.449997,77.699997,78.199997,75.820686,5522499
2023-03-06,78.300003,79.800003,78.050003,79.250000,76.838745,8582554
2023-03-08,78.750000,79.349998,78.500000,79.199997,76.790260,5969771
2023-03-09,79.300003,79.449997,78.550003,78.699997,76.305473,6135751
2023-03-10,78.500000,79.250000,77.500000,78.900002,76.499390,6305111
2023-03-13,78.500000,78.900002,77.650002,77.800003,75.432861,7151999
2023-03-14,77.849998,78.099998,77.250000,77.699997,75.335899,8316642
2023-03-15,78.250000,79.050003,78.000000,78.599998,76.208519,8183051
2023-03-16,79.000000,80.449997,78.750000,79.900002,77.468964,27348566
2023-03-17,80.599998,80.849998,78.849998,79.300003,76.887222,22904016
2023-03-20,79.199997,80.699997,78.699997,80.599998,78.147667,18090005
2023-03-21,80.800003,81.150002,79.300003,79.550003,77.129616,9942587
2023-03-22,79.800003,79.949997,79.099998,79.599998,77.178093,8162089
2023-03-23,79.349998,79.599998,78.800003,79.000000,76.596352,7065528
2023-03-24,78.849998,79.199997,78.000000,78.400002,76.014603,10269895
2023-03-27,78.000000,78.400002,76.750000,77.099998,74.754158,4845906
2023-03-28,76.900002,77.400002,75.750000,76.900002,74.560242,7446988
2023-03-29,76.849998,77.550003,76.650002,76.900002,74.560242,9921198
2023-03-31,77.300003,78.349998,77.199997,77.900002,75.529816,9748505
2023-04-03,77.250000,78.250000,76.900002,77.500000,75.141991,11416090
2023-04-05,78.050003,78.250000,77.000000,77.150002,74.802635,6867318
2023-04-06,77.150002,77.849998,76.900002,77.699997,75.335899,5063531
2023-04-10,77.699997,78.199997,77.400002,77.800003,75.432861,5706517
2023-04-11,77.800003,78.099998,77.650002,77.900002,75.529816,2998570
2023-04-12,77.900002,78.199997,77.550003,78.000000,75.626778,4182972
2023-04-13,78.000000,78.150002,77.000000,77.199997,74.851112,6411454
2023-04-17,77.199997,77.449997,76.800003,77.250000,74.899597,7736935
2023-04-18,77.199997,78.099998,77.199997,78.000000,75.626778,5096362
2023-04-19,77.949997,78.750000,77.699997,78.550003,76.160042,7940271
2023-04-20,78.900002,79.099998,78.099998,78.199997,75.820686,7789377
